university of California San Deigo Computer Science Masters April 15; 2025 Rejected on 15 Apr Total comments Open options Fall 2025 American GPA 3.80;;;;;;;;;;;;;;
University of California; Irvine Computer Science Masters April 14; 2025 Accepted on 14 Apr Total comments Open options Fall 2025 International GPA 3.80;;;;;;;;;;;;;
University of Massachusetts Amherst Computer Science Masters March 19; 2025 Accepted on 27 Feb Total comments Open options Fall 2025 International GPA 3.66;;;;;;;;;;;;;;
University of Oregon Computer Science Masters March 19; 2025 Accepted on 19 Mar Total comments Open options Fall 2025 International GPA 3.67 Email with letter of acceptance;;;;;;;;;;;;;;
ETH Zurich Computer Science Masters March 19; 2025 Accepted on 19 Mar Total comments Open options Fall 2025 International GPA 3.80;;;;;;;;;;;;;;
ETH Zurich Computer Science Masters March 18; 2025 Accepted on 18 Mar Total comments Open options Fall 2025 International GPA 3.91;;;;;;;;;;;;;;
University of Oxford Advanced Computer Science Masters March 18; 2025 Accepted on 18 Mar Total comments Open options Fall 2025 International Dutch GPA 8.7/10; 3 internships; 3 research projects (no publications). Interviewed 4 weeks ago.;;;;;;;;;;;;
ETH Zurich Computer Science Masters March 18; 2025 Accepted on 18 Mar Total comments Open options Fall 2025 International GPA 4.00 Canadian student;;;;;;;;;;;;;;
ETH Zurich Computer Science Masters March 18; 2025 Rejected on 14 Mar Total comments Open options Fall 2025 International 350 in QS; GPA 9.5/10; Rank 2/50;;;;;;;;;;;;
University of California; Irvine Computer Science Masters March 18; 2025 Rejected on 18 Mar Total comments Open options Fall 2025 International GPA 3.37 Tried my level best; i know some of my recommendations were good and i have cumlative experience of 6months over 3 diffferent internships. Dint submit GRE.;;;;;;;;;;;;
University of California; Irvine Computer Science Masters March 18; 2025 Rejected on 18 Mar Total comments Open options Fall 2025 International GRE 324 GRE V 155 GPA 3.76 169 GRE Quant;;;;;;;;;;;;;
University of California; Irvine Computer Science Masters March 18; 2025 Rejected on 18 Mar Total comments Open options Fall 2025 International GPA 3.70;;;;;;;;;;;;;
University of Southern California Computer Science Masters March 17; 2025 Accepted on 15 Mar Total comments Open options Fall 2025 International GPA 3.85 dual major; cs + bus. 2research; 1pub 2nd-author; 1 pub 3rd-author; 2 year TA; 1 ml startup internship.;;;;;;;;;
George Washington University Computer Science Masters March 13; 2025 Accepted on 12 Mar Total comments Open options Fall 2025 International GPA 3.74 Received an email to check portal. Rejected for PhD; applied for Masters later.;;;;;;;;;;;;;
Wake Forest University Computer Science Masters March 13; 2025 Wait listed on 19 Dec Total comments Open options Fall 2025 International GRE 325 GRE V 157 GRE AW 99.99 GPA 3.58 I really want to go to this program; please withdraw your offer if you are not planning to commit guys XD;;;;;;;;;;;;;
University of Arizona Computer Science Masters March 13; 2025 Accepted on 13 Mar Total comments Open options Fall 2025 International GPA 3.67 Got an email from the CS Department 2 days ago before formal letter;;;;;;;;;;;;;;
Yale University Computer Science Masters March 13; 2025 Rejected on 13 Mar Total comments Open options Fall 2025 International GPA 3.91;;;;;;;;;;;;;;
University of California (UCLA) Computer Science Masters March 13; 2025 Accepted on 12 Mar Total comments Open options Fall 2025 American GPA 4.00 MEng AI Track. 4 YOE in Big tech.;;;;;;;;;;;;;;
University of Colorado Boulder Computer Science Masters March 12; 2025 Rejected on 10 Mar Total comments Open options Fall 2025 International GPA 3.30;;;;;;;;;;;;;;
University of Illinois Computer Science Masters March 03; 2025 Accepted on 3 Mar Total comments Open options Fall 2025 American GPA 3.87;;;;;;;;;;;;;;
University of Florida Computer Science Masters March 03; 2025 Accepted on 3 Mar Total comments Open options Fall 2025 International GPA 3.74;;;;;;;;;;;;;;
Dartmouth College Computer Science Masters March 03; 2025 Accepted on 28 Feb Total comments Open options Fall 2025 International GPA 3.40 Got accepted in the Digital Arts concentration. No interview. No GRE; GMAT; or IELTS and a 50% tuition scholarship. Received an email to check the portal;;;;;;;;;;;;
Stevens Institute of Technology Computer Science Masters February 28; 2025 Accepted on 27 Feb Total comments Open options Fall 2025 International GPA 3.68;;;;;;;;;;;;;;
ETH Zurich Computer Science Masters February 28; 2025 Rejected on 28 Feb Total comments Open options Fall 2025 International GPA 3.60 2 years work experience as SWE; CS and MIS bachelors; no publications.;;;;;;;;;;;;
Princeton University Computer Science Masters February 28; 2025 Rejected on 24 Feb Total comments Open options Fall 2025 International GPA 3.56;;;;;;;;;;;;;;
University of Virginia Computer Science Masters February 28; 2025 Accepted on 28 Feb Total comments Open options Fall 2025 International GPA 3.79;;;;;;;;;;;;;;
North Carolina A&T State University Computer Science Masters February 28; 2025 Accepted on 21 Feb Total comments Open options Fall 2025 International GRE 333 GRE V 163 GRE AW 3.50 GPA 3.40 1 year of internships and 3.5 years of workex.;;;;;;;;;;;;;;
Columbia University Computer Science Masters February 28; 2025 Accepted on 25 Feb Total comments Open options Fall 2025 International GRE 323 GRE V 155 GRE AW 99.99 GPA 3.67 Tier-1; B.Tech Engineering Physics; 8.58; TOEFL-110; 2 yrs work ex; 1 publication in CV;;;;;;;;;
University of California Computer Science Masters February 28; 2025 Accepted on 27 Feb Total comments Open options Fall 2025 American GPA 3.67 MCS program. No GRE; 4 LOR; strong essays;;;;;;;;;;;;
University of California Computer Science Masters February 27; 2025 Accepted on 27 Feb Total comments Open options Fall 2025 American GPA 3.67 MCS program;;;;;;;;;;;;;;
University of Southern California Computer Science Masters February 27; 2025 Accepted on 15 Feb Total comments Open options Fall 2025 International GPA 3.87 4 pubs; 3 as first-author; JCR Q1 *3; JCR Q2*1. information theory;;;;;;;;;;;
Columbia University Computer Science Masters February 19; 2025 Accepted on 10 Feb Total comments Open options Fall 2025 International GPA 3.96 1.5 yrs work exp; 2 internships; 2 papers; 1 research intern;;;;;;;;;;;
University of California (UCLA) Computer Science Masters February 19; 2025 Rejected on 19 Feb Total comments Open options Fall 2025 International GRE 333 GRE V 166 GRE AW 3.00 GPA 3.92;;;;;;;;;;;;;;
Northeastern University Computer Science Masters February 19; 2025 Accepted on 7 Feb Total comments Open options Fall 2025 International GPA 8.34;;;;;;;;;;;;;;
University of California Computer Science Masters February 18; 2025 Accepted on 18 Feb Total comments Open options Fall 2025 American GPA 3.76;;;;;;;;;;;;;;
Columbia University Computer Science Masters February 18; 2025 Accepted on 17 Feb Total comments Open options Fall 2025 International GRE 328 GRE V 160 GRE AW 3.50 GPA 3.72 1.5 years research experience; one first author paper coauthored with PI; Super Strong recommendation letters from both PI and dean of undergrad cs department. Probably offset weak GPA.;;;;;;;;;;;;
Columbia University Computer Science Masters February 18; 2025 Accepted on 17 Feb Total comments Open options Fall 2025 International GRE 328 GRE V 160 GRE AW 3.50 GPA 3.72 1.5 years research experience; one first author paper coauthored with PI; Super Strong recommendation letters from both PI and dean of undergrad cs department. Probably offset weak GPA.;;;;;;;;;;;;
University of Wisconsin Computer Science Masters February 18; 2025 Rejected on 8 Feb Total comments Open options Fall 2025 International GPA 3.46;;;;;;;;;;;;;;
University of Michigan-Dearborn Computer Science Masters February 18; 2025 Accepted on 30 Jan Total comments Open options Fall 2025 International GPA 3.46;;;;;;;;;;;;;;
Carnegie Mellon University Computer Science Masters February 18; 2025 Accepted on 15 Feb Total comments Open options Fall 2025 International GRE 321 GRE V 169 GRE AW 3.50 GPA 3.83 Accepted to MLT. Have 2 ACL papers in which in I am the 3rd author. My professor knew the PI personally. Had one interview with the PI and 2 days later received a verbal confirmation on my mail before the admits rolled out. I have heard I am only one of the 3 people accepted to MLT (source: the PI who accepted me);;;;;;;;;;;;;;
Columbia University Computer Science Masters February 17; 2025 Accepted on 17 Feb Total comments Open options Fall 2025 International GPA 4.00 Degree in Econ and Cs; exchange in Australia taking graduate courses in AI and math; research experience in AI; no work experience. Some good placements in hackathons and leadership roles in student associations;;;;;;;;;;;
San Diego State University Computer Science Masters February 17; 2025 Accepted on 15 Feb Total comments Open options Fall 2025 American GPA 3.50;;;;;;;;;;;;;;
Columbia University Computer Science Masters February 17; 2025 Accepted on 17 Feb Total comments Open options Fall 2025 International GPA 3.76;;;;;;;;;;;;;;
New York University Computer Science Masters February 08; 2025 Accepted on 25 Jan Total comments Open options Fall 2025 International GRE 162 GRE V 159 GRE AW 4.00 GPA 3.50 1 Conference Paper; 1 Research Internship; 1 Corporate Internship;;;;;;;;;;;;
University of Wisconsin Computer Science Masters February 08; 2025 Rejected on 7 Feb Total comments Open options Fall 2025 International GPA 3.70;;;;;;;;;;;;;;
University of Wisconsin Computer Science Masters February 08; 2025 Rejected on 8 Feb Total comments Open options Fall 2025 International GRE 323 GRE V 155 GRE AW 4.00 GPA 8.62;;;;;;;;;;;;;;
University of Wisconsin Computer Science Masters February 07; 2025 Rejected on 8 Feb Total comments Open options Fall 2025 International GPA 3.66;;;;;;;;;;;;;;
University of Wisconsin Computer Science Masters February 07; 2025 Rejected on 8 Feb Total comments Open options Fall 2025 International GPA 3.89 Tier 1 Univ 2024 Grad; 1 publication in IEEE; Bronze Medalist in my Uni.;;;;;;;;;;;;
North Carolina State University Computer Science Masters February 07; 2025 Accepted on 23 Jan Total comments Open options Fall 2025 International GPA 3.70;;;;;;;;;;;;;;
University of Wisconsin Computer Science Masters February 07; 2025 Rejected on 8 Feb Total comments Open options Fall 2025 International GPA 3.83 Tier 1 university; 3 research experiences but no publications at the moment; pretty strong LORs;;;;;;;;;;;;
University of Wisconsin Computer Science Masters February 07; 2025 Rejected on 7 Feb Total comments Open options Fall 2025 International GPA 3.93;;;;;;;;;;;;;;
Harvard University Computer Science Masters February 07; 2025 Rejected on 7 Feb Total comments Open options Fall 2025 International GPA 3.93;;;;;;;;;;;;;;
Harvard University Computer Science Masters February 07; 2025 Rejected on 7 Feb Total comments Open options Fall 2025 International GPA 3.94;;;;;;;;;;;;;;
Politecnico di Milano Computer Science Masters February 06; 2025 Accepted on 24 Jan Total comments Open options Fall 2025 International GRE 323 GRE V 156 GRE AW 4.00 GPA 3.86;;;;;;;;;;;;;;
Columbia University Computer Science Masters February 06; 2025 Accepted on 6 Feb Total comments Open options Fall 2025 International GPA 3.90;;;;;;;;;;;;;;
University of Cambridge Computer Science Masters February 06; 2025 Accepted on 6 Feb Total comments Open options Fall 2025 International GPA 3.97 Applied on 3rd December Interview on 15th January Email from department on 6th February;;;;;;;;;;;;;;
Northwestern University Computer Science Masters January 30; 2025 Accepted on 30 Jan Total comments Open options Fall 2025 American GPA 3.35;;;;;;;;;;;;;;
Northwestern University Computer Science Masters January 30; 2025 Accepted on 30 Jan Total comments Open options Fall 2025 International GPA 3.70 Applied on December 29;;;;;;;;;;;;;;
Boston University Computer Science Masters January 29; 2025 Accepted on 29 Jan Total comments Open options Fall 2025 American GPA 3.82;;;;;;;;;;;;;;
Colorado School of Mines Computer Science Masters January 29; 2025 Accepted on 23 Jan Total comments Open options Fall 2025 International GPA 3.82;;;;;;;;;;;;;;
New Jersey Institute of Technology Computer Science Masters January 29; 2025 Accepted on 17 Jan Total comments Open options Fall 2025 International GRE 317 GRE V 154 GRE AW 99.99 GPA 2.92 Toefl score 110 23 Reading 29 in all other sections 1 research paper submitted to a reputed journal.;;;;;;;;;;;;;;
Arizona State University Computer Science Masters January 29; 2025 Accepted on 2 Jan Total comments Open options Fall 2025 International GRE 330 GPA 3.00;;;;;;;;;;;;;;
SUNY Buffalo Computer Science Masters January 14; 2025 Accepted on 6 Jan Total comments Open options Fall 2025 International GPA 3.30 Hardware software track 3.5 yrs work experience;;;;;;;;;;;;;;
University of Toronto Computer Science Masters January 13; 2025 Interview on 12 Jan Total comments Open options Fall 2025 International GPA 3.95 MSc thesis based Canadian applicant from a different school; received a second individual interview request from a different PI;;;;;;;;;;;;;
New York University Computer Science Masters January 12; 2025 Rejected on 10 Jan Total comments Open options Fall 2025 International GPA 3.72;;;;;;;;;;;;;;
New York University Computer Science Masters January 10; 2025 Rejected on 10 Jan Total comments Open options Fall 2025 International GPA 4.00;;;;;;;;;;;;;;
Northwestern University Computer Science Masters January 10; 2025 Accepted on 10 Jan Total comments Open options Fall 2025 American GPA 3.97;;;;;;;;;;;;;;
Northwestern University Computer Science Masters January 10; 2025 Rejected on 10 Jan Total comments Open options Fall 2025 International GRE 318 GRE V 154 GRE AW 5.00 GPA 3.72 Got an email to check the portal. First rejection of the cycle.;;;;;;;;;;;;;;
Northeastern University Computer Science Masters January 10; 2025 Accepted on 7 Jan Total comments Open options Fall 2025 International GRE 321 GPA 3.60;;;;;;;;;;;;;;
University Of Alberta Computer Science Masters March 28; 2024 Rejected on 28 Mar Total comments Open options Fall 2024 International GPA 3.82;;;;;;;;;;;;;;
University Of Alberta Computer Science Masters March 27; 2024 Rejected on 28 Mar Total comments Open options Fall 2025 International GPA 3.54 Got rejection after waiting for 3 months almost. Had multiple publication and two of them were in A grade conferences. Also one PI was supposed to recommend my application. But did not have any funding confirmation from anyone. Seems low CGPA and lack of funding commitment were the weakening point;;;;;;;;;;;;;;
San Jose State University Computer Science Masters March 27; 2024 Accepted on 27 Mar Total comments Open options Fall 2024 International GRE 168 GRE V 155 GRE AW 4.00 GPA 3.84;;;;;;;;;;;;;;
University Of Alberta Computer Science Masters March 27; 2024 Rejected on 28 Mar Total comments Open options Fall 2024 International GRE 168 GRE V 155 GRE AW 4.50 GPA 3.90;;;;;;;;;;;;;;
University Of Alberta Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GPA 3.76;;;;;;;;;;;;;;
University Of Utah Computer Science Masters March 27; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 American GPA 3.67;;;;;;;;;;;;;;
University Of Alberta Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2025 International GPA 2.93 Degree from Europe; GPA that I have entered is what UofAlberta GARS calculator estimated for last two years; although it should be 3.0-3.3 based on conversion to US GPA through scholaro; grading scales provided by UK universities; etc. Did not take GRE. Decent SOP; decent recommendations; 1 very good research internship; no publications. I think low GPA is the issue. Willing to answer if anyone has questions :) Best wishes for those admitted;;;;;;;
University Of Alberta Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GPA 3.31 Canadian Student. Has a publication and strong research background but low GPA.;;;;;;;;;;;;;;
University of Southern California Computer Science Masters March 27; 2024 Accepted on 18 Mar Total comments Open options Fall 2024 International GPA 3.90 This is for an MS in CS (for S&E). BA in Statistics from a Top 5 US public school; with all A's in CS courses like ds&a; OS; DB; AI; etc. No published research but a strong undergrad honors thesis in statistical machine learning; and a few decent projects in deep learning and computer vision. About 2 years of experience in startups and Big 4 consulting. Program-tailored SoP; though written in one night so not perfect. 1 LoR from a manager. The program targets engineering or science majors; but seems open to others with relevant experience or coursework in computing.;;;;;;
University of Pennsylvania Computer Science Masters March 27; 2024 Accepted on 27 Mar Total comments Open options Fall 2024 International GRE 160 GRE V 169 GRE AW 6.00 GPA 3.20;;;;;;;;;;;;;;
Ecole Polytechnique Federale De Lausanne (EPFL) Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GPA 3.80 Strong motivation letter; no-name American university; 1 great and 2 okay LoRs; no GRE.;;;;;;;;;;;
Yale University Computer Science Masters March 27; 2024 Accepted on 8 Mar Total comments Open options Fall 2024 American GRE 167 GRE V 155 GRE AW 3.50 GPA 3.98 Accepted for 1 year masters;;;;;;;;;;;;;;
ETH Zurich Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GPA 3.90 Very good student from top French university (Ecole polytechnique). None of us got in; even the best. Good LoRs; good motivation letter. No idea what happened.;;;;;;;;;;;;
Ohio State University Computer Science and Engineering Masters March 27; 2024 Accepted on 27 Mar Total comments Open options Fall 2024 International GRE 167 GRE V 159 GRE AW 4.50 GPA 3.61 4 publications; no work experience; 3 decent LoRs;;;;;;;;;;;;
Ecole Polytechnique Federale De Lausanne (EPFL) Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GRE 170 GRE V 164 GRE AW 6.00 GPA 3.82 not sure how to feel. a bit disappointed cuz this was my top program; but need to move on.;;;;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 27; 2024 Accepted on 27 Mar Total comments Open options Fall 2024 American GPA 3.98;;;;;;;;;;;;;;
University of Massachusetts Amherst Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GPA 3.68;;;;;;;;;;;;;;
ETH Zurich Computer Science Masters March 27; 2024 Accepted on 25 Mar Total comments Open options Fall 2024 International GPA 3.70 Chinese applicant with a Chinese bachelor's in computer science. GRE not required & not submitted. 1-year-long research experience at an EPF Lausanne lab. 1 first-author conference pub & several non-first-author pubs. Probably decent LoRs. Also got admitted to Data Science MSc program. ESOP rejected for both programs.;;;;;;;;;;;;;;
Ecole Polytechnique Federale De Lausanne (EPFL) Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GRE 167 GRE V 155 GRE AW 5.00 GPA 3.60 No research exp; non CS-major; 2 years work ex in distributed computing; strong LORs and SOP;;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 27; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GPA 3.50 Didnt submit gre. No publications. 2 yoe.;;;;;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 27; 2024 Rejected on 27 Mar Total comments Open options Fall 2024 International GPA 3.80;;;;;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 27; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GRE 169 GRE V 158 GRE AW 4.00 GPA 3.78;;;;;;;;;;;;;;
University of Michigan Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 American GPA 3.75 Domestic applicant; received email containing acceptance around 4:30PM EST. No portal update (as email said as well);;;;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GPA 4.00 really Suprised that i got rejected . so in total; applied to 4 ivies and 2 ivy-level school got admitted into 2 ivies. i already accepted an offer from a more reputed(and sadly more expensive) ivy that upenn. is there anyway unis know if a candidate has accepted another uni's offer?;;;;;;;;;;;;;
University of Pennsylvania Computer and Information Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GRE 170 GRE V 164 GRE AW 6.00 GPA 3.82 got an email saying to check the portal. a bit disappointed but well..;;;;;;;;;;;;;;
University of Michigan Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 International GPA 3.82;;;;;;;;;;;;;;
University of Michigan Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 American GPA 3.98;;;;;;;;;;;;;;
University of Michigan Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 American GPA 3.97 t90 ug; 3 intern; no research; mid lor's; decent sop;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 American GPA 3.76;;;;;;;;;;;;;;
Ohio State University Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 International GPA 3.84;;;;;;;;;;;;;;
University of Massachusetts Amherst Computer Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GRE 166 GRE V 146 GRE AW 3.00 GPA 3.23;;;;;;;;;;;;;;
University of California (UCSB) Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 International GPA 4.00 Program is MSCS; 2 years of work experience in MNC in U.S.; 1 submitted paper; multiple TA and teaching experiences;;;;;;;;;;;
University of California; Irvine Computer Science Masters March 26; 2024 Accepted on 7 Mar Total comments Open options Fall 2024 International GPA 4.00 Program is MSCS; 2 years of work experience in MNC in U.S.; 1 submitted paper; multiple TA and teaching experiences;;;;;;;;;;
University of Maryland Global Campus Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 American GPA 3.51 No GRE; ample research/internship experience; one supporting author academic journal pub;;;;;;;;;;;;
University Of Utah Computer Science Masters March 26; 2024 Accepted on 26 Mar Total comments Open options Fall 2024 American GPA 3.76;;;;;;;;;;;;;;
University of Massachusetts Amherst Computer Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GRE 169 GRE V 160 GRE AW 5.00 GPA 3.75 Undergrad from a tier 2 college(Vit/manipal/srm). 4 internships. 1 review paper. 0 work experience.;;;;;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GPA 9.04;;;;;;;;;;;;;;
University of California Computer Science Masters March 26; 2024 Accepted on 14 Mar Total comments Open options Fall 2024 International GPA 9.04;;;;;;;;;;;;;;
University of Pennsylvania Computer Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GPA 3.50 Got an email this morning to check portal;;;;;;;;;;;;;;
University of Pennsylvania Computer and Information Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GRE 168 GRE V 162 GRE AW 4.00 GPA 3.37 3 research internships (2 academic + 1 corporate); 1 TAship; 1 paper;;;;;;;;;;;;
Arizona State University Computer Science Masters March 26; 2024 Accepted on 29 Jan Total comments Open options Fall 2024 International GRE 166 GRE V 146 GRE AW 3.00 GPA 3.23;;;;;;;;;;;;;;
University Of Utah Computer Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GRE 166 GRE V 146 GRE AW 3.00 GPA 3.23 Had high hopes on this Uni;;;;;;;;;;;;;;
University of Pennsylvania Computer and Information Science Masters March 26; 2024 Rejected on 26 Mar Total comments Open options Fall 2024 International GRE 167 GRE V 159 GRE AW 4.50 GPA 3.61 4 research papers; 1 internship;;;;;;;;;;;;;
Penn State University Computer Science and Engineering Masters March 26; 2024 Accepted on 20 Mar Total comments Open options Fall 2024 International GRE 167 GRE V 159 GRE AW 4.50 GPA 3.61 4 research papers; 1 internship;;;;;;;;;;;;;
